date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:47:23	67/67	---MC-	200	added ('OK')	text/plain	date:Tue,%2023%20Jun%202020%2006:47:26%20GMT	https://digitalplant-my.com/robots.txt		(from )
04:47:23	148784/148784	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2006:47:27%20GMT	https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/index7d79.html	(from )
04:47:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jun%202020%2006:47:29%20GMT	https://digitalplant-my.com/en/favicon-144.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/favicon-144.0.delayed	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:25	148686/148686	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2006:47:29%20GMT	https://digitalplant-my.com/en/	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/index.html	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:25	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2023%20Jun%202020%2006:47:29%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/digitalplant-my.com/www.googletagmanager.com/gtm.15445.delayed	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://digitalplant-my.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/plugins/contact-form-7/images/ajax-loader.2.delayed	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:28	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-5a63d0a4183c7%22	https://digitalplant-my.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.4.delayed	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jun%202020%2006:47:33%20GMT	https://digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.5.delayed	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:31	1789/1789	---M--	200	added ('OK')	image/png	etag:%226fd-5a63d0adcc8dd%22	https://digitalplant-my.com/wp-content/uploads/2020/04/cropped-favicon-32x32.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/uploads/2020/04/cropped-favicon-32x32.png	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:32	17896/17896	---M--	200	added ('OK')	image/png	etag:%2245e8-5a63d0adc5b7e%22	https://digitalplant-my.com/wp-content/uploads/2020/04/cropped-favicon-192x192.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/uploads/2020/04/cropped-favicon-192x192.png	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:34	17229/17229	---M--	200	added ('OK')	image/png	etag:%22434d-5a63d0adc2c9e%22	https://digitalplant-my.com/wp-content/uploads/2020/04/cropped-favicon-180x180.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/uploads/2020/04/cropped-favicon-180x180.png	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:36	145630/145630	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2006:47:39%20GMT	https://digitalplant-my.com/en/expert/digital-campaigns/	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/expert/digital-campaigns/index.html	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:36	149682/149682	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2006:47:39%20GMT	https://digitalplant-my.com/en/expert/content-and-design/	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/expert/content-and-design/index.html	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:36	148200/148200	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2006:47:39%20GMT	https://digitalplant-my.com/en/expert/data-management/	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/expert/data-management/index.html	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:36	147482/147482	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2006:47:39%20GMT	https://digitalplant-my.com/media/desktop/uploads/2020/05/Desktop_Photo.jpg	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/desktop/uploads/2020/05/Desktop_Photo.jpg	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:38	141186/141186	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2006:47:41%20GMT	https://digitalplant-my.com/en/projects/	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/projects/index.html	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:38	142381/142381	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2006:47:41%20GMT	https://digitalplant-my.com/en/contact/	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/contact/index.html	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:38	193517/193517	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2006:47:41%20GMT	https://digitalplant-my.com/en/who-we-are/	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/who-we-are/index.html	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:39	32867/32867	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2006:47:41%20GMT	https://digitalplant-my.com/media/mobile-md/uploads/2020/05/Desktop_Photo.jpg	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-md/uploads/2020/05/Desktop_Photo.jpg	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:40	140101/140101	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2006:47:43%20GMT	https://digitalplant-my.com/en/careers/	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/careers/index.html	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:40	170174/170174	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2006:47:43%20GMT	https://digitalplant-my.com/en/blog/	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/blog/index.html	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:40	63921/63921	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2006:47:43%20GMT	https://digitalplant-my.com/media/mobile-sm/uploads/2020/05/Desktop_Photo.jpg	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-sm/uploads/2020/05/Desktop_Photo.jpg	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:41	15570/15570	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2006:47:45%20GMT	https://digitalplant-my.com/media/mobile/uploads/2020/05/Desktop_Photo.jpg	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile/uploads/2020/05/Desktop_Photo.jpg	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:43	16914/16914	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2006:47:46%20GMT	https://digitalplant-my.com/media/desktop/uploads/2020/06/dp-team-circle.jpg	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/desktop/uploads/2020/06/dp-team-circle.jpg	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:44	16914/16914	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2006:47:48%20GMT	https://digitalplant-my.com/media/mobile-md/uploads/2020/06/dp-team-circle.jpg	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-md/uploads/2020/06/dp-team-circle.jpg	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:46	16914/16914	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2006:47:49%20GMT	https://digitalplant-my.com/media/mobile-sm/uploads/2020/06/dp-team-circle.jpg	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-sm/uploads/2020/06/dp-team-circle.jpg	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:47	16914/16914	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2006:47:51%20GMT	https://digitalplant-my.com/media/mobile/uploads/2020/06/dp-team-circle.jpg	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile/uploads/2020/06/dp-team-circle.jpg	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:48	6953/6953	---M--	200	added ('OK')	application/javascript	etag:%221b29-5a63d0ccee191%22	https://digitalplant-my.com/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min.js	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min.js	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:49	144794/144794	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2006:47:52%20GMT	https://digitalplant-my.com/en/legal-mentions/	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/legal-mentions/index.html	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:50	0/-1	---M--	301	error ('')			https://digitalplant-my.com/en/favicon-144.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/favicon-144.13.delayed	(from https://digitalplant-my.com/en/)
04:47:50	0/-1	---M--	301	error ('')			http://digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.14.delayed	(from https://digitalplant-my.com/en/)
04:47:50	0/-1	---M--	301	error ('')			https://digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.15.delayed	(from https://digitalplant-my.com/en/)
04:47:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jun%202020%2006:47:55%20GMT	https://digitalplant-my.com/en/expert/content-and-design/favicon-144.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/expert/content-and-design/favicon-144.16.delayed	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:47:51	0/-1	---M--	301	error ('')			http://digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.17.delayed	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:47:51	0/-1	---M--	301	error ('')			https://digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.18.delayed	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:47:51	359171/359171	---M--	200	added ('OK')	application/javascript	etag:%2257b03-5a6c7416dff8f%22	https://digitalplant-my.com/wp-content/cache/autoptimize/js/autoptimize_9115fe0022ac58e64478ba68e7cdf759.js	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/cache/autoptimize/js/autoptimize_9115fe0022ac58e64478ba68e7cdf759.js	(from https://digitalplant-my.com/en/?gclid=CjwKCAjwrcH3BRApEiwAxjdPTReChsoOqmvOZYhZRHg5q4WlwfQuF4Kkrrj2cnnL-bufzYUW5LTNYRoCLagQAvD_BwE)
04:47:53	416/416	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:47:56%20GMT	https://digitalplant-my.com/media/desktop/uploads/2020/04/video.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/desktop/uploads/2020/04/video.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:47:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jun%202020%2006:47:56%20GMT	https://digitalplant-my.com/en/?p=101	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/index198a.html	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:47:54	416/416	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:47:57%20GMT	https://digitalplant-my.com/media/mobile-md/uploads/2020/04/video.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-md/uploads/2020/04/video.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:47:55	416/416	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:47:59%20GMT	https://digitalplant-my.com/media/mobile-sm/uploads/2020/04/video.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-sm/uploads/2020/04/video.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:47:56	416/416	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:00%20GMT	https://digitalplant-my.com/media/mobile/uploads/2020/04/video.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile/uploads/2020/04/video.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:47:58	418/418	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:01%20GMT	https://digitalplant-my.com/media/desktop/uploads/2020/04/file.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/desktop/uploads/2020/04/file.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:47:59	418/418	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:02%20GMT	https://digitalplant-my.com/media/mobile-md/uploads/2020/04/file.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-md/uploads/2020/04/file.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:00	418/418	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:04%20GMT	https://digitalplant-my.com/media/mobile-sm/uploads/2020/04/file.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-sm/uploads/2020/04/file.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:01	418/418	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:05%20GMT	https://digitalplant-my.com/media/mobile/uploads/2020/04/file.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile/uploads/2020/04/file.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:02	469/469	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:06%20GMT	https://digitalplant-my.com/media/desktop/uploads/2020/04/copy.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/desktop/uploads/2020/04/copy.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:04	469/469	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:07%20GMT	https://digitalplant-my.com/media/mobile-md/uploads/2020/04/copy.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-md/uploads/2020/04/copy.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:05	469/469	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:09%20GMT	https://digitalplant-my.com/media/mobile-sm/uploads/2020/04/copy.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-sm/uploads/2020/04/copy.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:06	469/469	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:10%20GMT	https://digitalplant-my.com/media/mobile/uploads/2020/04/copy.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile/uploads/2020/04/copy.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:07	499/499	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:11%20GMT	https://digitalplant-my.com/media/desktop/uploads/2020/04/opti.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/desktop/uploads/2020/04/opti.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:09	499/499	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:12%20GMT	https://digitalplant-my.com/media/mobile-md/uploads/2020/04/opti.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-md/uploads/2020/04/opti.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:10	499/499	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:13%20GMT	https://digitalplant-my.com/media/mobile-sm/uploads/2020/04/opti.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-sm/uploads/2020/04/opti.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:11	499/499	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:15%20GMT	https://digitalplant-my.com/media/mobile/uploads/2020/04/opti.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile/uploads/2020/04/opti.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:12	477/477	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:16%20GMT	https://digitalplant-my.com/media/desktop/uploads/2020/04/share.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/desktop/uploads/2020/04/share.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:14	477/477	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:17%20GMT	https://digitalplant-my.com/media/mobile-md/uploads/2020/04/share.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-md/uploads/2020/04/share.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:15	477/477	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:18%20GMT	https://digitalplant-my.com/media/mobile-sm/uploads/2020/04/share.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-sm/uploads/2020/04/share.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:17	477/477	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:20%20GMT	https://digitalplant-my.com/media/mobile/uploads/2020/04/share.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile/uploads/2020/04/share.png	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:18	195967/195967	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2006:48:22%20GMT	https://digitalplant-my.com/en/blog/the-new-marketing-practices/	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/blog/the-new-marketing-practices/index.html	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:18	39125/39125	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2006:48:22%20GMT	https://digitalplant-my.com/media/desktop/uploads/2020/01/marketing-practice-article-1024x576-1.jpg	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/desktop/uploads/2020/01/marketing-practice-article-1024x576-1.jpg	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:20	15237/15237	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2006:48:23%20GMT	https://digitalplant-my.com/media/mobile-md/uploads/2020/01/marketing-practice-article-1024x576-1.jpg	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-md/uploads/2020/01/marketing-practice-article-1024x576-1.jpg	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:21	26605/26605	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2006:48:25%20GMT	https://digitalplant-my.com/media/mobile-sm/uploads/2020/01/marketing-practice-article-1024x576-1.jpg	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile-sm/uploads/2020/01/marketing-practice-article-1024x576-1.jpg	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:23	8165/8165	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2006:48:26%20GMT	https://digitalplant-my.com/media/mobile/uploads/2020/01/marketing-practice-article-1024x576-1.jpg	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/mobile/uploads/2020/01/marketing-practice-article-1024x576-1.jpg	(from https://digitalplant-my.com/en/expert/content-and-design/)
04:48:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jun%202020%2006:48:27%20GMT	https://digitalplant-my.com/en/expert/data-management/favicon-144.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/en/expert/data-management/favicon-144.31.delayed	(from https://digitalplant-my.com/en/expert/data-management/)
04:48:24	0/-1	---M--	301	error ('')			http://digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.32.delayed	(from https://digitalplant-my.com/en/expert/data-management/)
04:48:24	0/-1	---M--	301	error ('')			https://digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/wp-content/themes/digitalplant/dist/css/owl.video.play.33.delayed	(from https://digitalplant-my.com/en/expert/data-management/)
04:48:25	566/566	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2006:48:29%20GMT	https://digitalplant-my.com/media/desktop/uploads/2020/04/data.png	C:/My%20Web%20Sites/digitalplant-my.com/digitalplant-my.com/media/desktop/uploads/2020/04/data.png	(from https://digitalplant-my.com/en/expert/data-management/)
